90.3963	0.000550893	0.000239115	0.975277
51.5907	0.000851879	0.000143647	0.814320
84.5106	0.000982021	0.000154522	0.530228
93.7348	0.00085331	0.000187414	0.650714
84.5389	0.000958858	0.000246786	0.567941
83.8605	0.000564709	0.000243892	1.210072
92.5193	0.000578351	0.000232749	0.895789
93.2873	0.000687684	0.000185499	0.758702
53.7155	0.000653074	0.000182986	1.094393
91.4026	0.000956238	0.000189951	0.569427
84.2837	0.000894298	0.000185229	0.717273
84.1712	0.00081794	0.000182083	0.697761
90.1916	0.000537121	0.000188123	1.091288
86.9927	0.000983451	0.000137616	0.572521
85.4249	0.000910338	0.000130269	0.657812
84.3387	0.000879504	0.000206512	0.696296
81.2763	0.000950768	0.000216974	0.650107
84.0685	0.000501032	0.000174951	1.271545
89.5447	0.000796389	0.000208066	0.713776
83.1131	0.000800318	0.00023732	0.752417
84.6857	0.000993258	0.000153868	0.585041
90.8399	0.000585289	0.000209259	0.902431
88.4439	0.000944173	0.0001406	0.676724
87.4339	0.000732446	0.000207388	0.781111
84.199	0.000667909	0.000224186	0.864329
86.2294	0.000536401	0.000216414	1.150379
53.6504	0.00077742	0.000251654	1.020681
84.5483	0.000540471	0.000228681	1.275564
92.6776	0.000929929	0.000255825	0.661135
83.2277	0.000916156	0.00020264	0.695556
82.6223	0.000554496	0.000207533	1.147794
83.5136	0.000737725	0.000140402	0.957300
93.0255	0.000777216	0.00019911	0.709138
83.9767	0.000652537	0.000217579	0.923988
82.9672	0.000861509	0.000201096	0.658629
93.2086	0.000990622	0.000211406	0.517418
90.167	0.000707008	0.000256621	0.830747
81.3461	0.000549951	0.000206471	1.208148
55.896	0.000846817	0.000219397	0.783933
88.3546	0.000647082	0.000211848	0.862264
92.9756	0.000914999	0.000133369	0.553111
88.8196	0.000823165	0.000222183	0.685926
88.4366	0.000802029	0.000192141	0.726582
51.7984	0.000734441	0.000195687	1.058449
82.2417	0.000870157	0.000186982	0.668692
82.1338	0.000663	0.00024596	0.954601
82.5638	0.000933121	0.000155322	0.600436
55.9875	0.000627358	0.000132889	1.392233
84.0991	0.000618336	0.000209682	0.959211
54.5398	0.000720919	0.000226836	0.997183
90.1933	0.000914469	0.000152125	0.644667
87.0704	0.000598697	0.000156259	1.215986
91.2845	0.000942504	0.000157101	0.599353
82.3384	0.000720257	0.000205595	0.794350
84.2236	0.000737225	0.000201178	0.806354
88.6356	0.000621061	0.000246585	0.884262
88.3499	0.000855653	0.000214834	0.678147
55.1162	0.000646531	0.000258193	1.115094
84.5376	0.000815735	0.000151153	0.742145
83.2055	0.000694743	0.000219162	0.886510
84.4206	0.000609703	0.000227496	1.056333
