4.423e-06	85866	1396	412738	
0.0095712	85960	1507	412533	
0.0189807	86113	1587	412300	
0.027868	86042	1689	412269	
0.0367909	86016	1725	412259	
0.0452165	85918	1866	412216	
0.0532704	85776	1996	412228	
0.0608416	85591	2131	412278	
0.0683905	85382	2230	412388	
0.0756402	85108	2327	412565	
0.0825184	84887	2372	412741	
0.0895971	84583	2433	412984	
0.096483	84216	2560	413224	
0.103201	83863	2641	413496	
0.109689	83500	2709	413791	
0.116087	83142	2770	414088	
0.122212	82771	2842	414387	
0.128477	82336	2922	414742	
0.134505	81969	2938	415093	
0.140272	81495	3099	415406	
0.145999	81044	3190	415766	
0.151642	80562	3274	416164	
0.15712	80049	3321	416630	
0.162549	79535	3442	417023	
0.167933	78940	3557	417503	
0.173268	78435	3600	417965	
0.178512	78033	3557	418410	
0.183682	77578	3626	418796	
0.188786	77015	3743	419242	
0.193682	76549	3780	419671	
0.198552	76020	3817	420163	
0.203502	75402	3876	420722	
0.208416	74905	3828	421267	
0.21342	74504	3762	421734	
0.218421	73977	3786	422237	
0.223375	73468	3795	422737	
0.228303	72935	3828	423237	
0.233231	72468	3780	423752	
0.238404	72038	3748	424214	
0.24359	71604	3682	424714	
0.248872	71181	3633	425186	
0.254041	70750	3561	425689	
0.25953	70350	3526	426124	
0.264955	69945	3426	426629	
0.270543	69603	3407	426990	
0.276304	69227	3372	427401	
0.282054	68866	3271	427863	
0.287972	68591	3079	428330	
0.294066	68276	3027	428697	
0.300171	68011	2941	429048	
0.306591	67755	2807	429438	
0.31323	67602	2755	429643	
0.320004	67465	2593	429942	
0.326909	67347	2471	430182	
0.334197	67192	2387	430421	
0.341574	67173	2256	430571	
0.349598	67157	2122	430721	
0.357694	67223	2043	430734	
0.366023	67275	1899	430826	
0.374725	67336	1857	430807	
0.383535	67567	1727	430706	
0.393113	67870	1543	430587	
0.403117	68188	1473	430339	
0.413363	68546	1362	430092	
0.42411	69025	1231	429744	
0.435466	69576	1145	429279	
0.447196	70164	1063	428773	
0.459593	70722	993	428285	
0.472174	71433	968	427599	
0.484898	72070	938	426992	
0.497371	72774	915	426311	
0.51033	73488	878	425634	
0.523379	74212	872	424916	
0.537021	74962	841	424197	
0.550352	75701	808	423491	
0.564073	76586	759	422655	
0.57807	77451	732	421817	
0.592108	78304	717	420979	
0.606245	79166	738	420096	
0.620852	80056	685	419259	
0.635111	80926	723	418351	
0.649627	81762	724	417514	
0.663937	82707	699	416594	
0.677666	83596	744	415660	
0.691441	84399	781	414820	
0.704994	85167	777	414056	
0.718818	85975	783	413242	
0.732334	86684	828	412488	
0.74572	87366	873	411761	
0.758473	87918	911	411171	
0.770834	88420	974	410606	
0.783303	88994	992	410014	
0.795519	89464	1089	409447	
0.806971	89805	1168	409027	
0.818053	90057	1251	408692	
0.828353	90303	1325	408372	
0.838203	90486	1393	408121	
0.84823	90592	1495	407913	
0.85773	90706	1569	407725	
0.866725	90747	1663	407590	
0.87557	90704	1775	407521	
0.883998	90616	1836	407548	
0.892345	90481	1952	407567	
0.900204	90370	2047	407583	
0.907517	90175	2157	407668	
0.914588	89927	2265	407808	
0.921789	89626	2395	407979	
0.928458	89322	2492	408186	
0.935047	88954	2561	408485	
0.941407	88534	2695	408771	
0.947655	88176	2768	409056	
0.953947	87790	2822	409388	
0.959883	87347	2918	409735	
0.965836	86906	3064	410030	
0.971532	86438	3204	410358	
0.976899	85952	3230	410818	
0.982316	85411	3342	411247	
0.987789	84859	3437	411704	
0.993039	84285	3570	412145	
0.997975	83762	3619	412619	
1.00286	83187	3685	413128	
1.00773	82632	3852	413516	
1.01256	82076	3925	413999	
1.01726	81481	3938	414581	
1.02187	80894	4028	415078	
1.02665	80280	4130	415590	
1.03117	79647	4222	416131	
1.03562	79055	4277	416668	
1.04029	78454	4269	417277	
1.04482	77797	4343	417860	
1.04927	77150	4421	418429	
1.05365	76525	4446	419029	
1.05807	75918	4501	419581	
1.06256	75380	4334	420286	
1.06706	74891	4264	420845	
1.0716	74325	4255	421420	
1.07616	73813	4177	422010	
1.08075	73326	4091	422583	
1.08552	72884	4047	423069	
1.09042	72414	3987	423599	
1.09552	71949	3950	424101	
1.10046	71457	3940	424603	
1.10565	70972	3874	425154	
1.11081	70546	3783	425671	
1.1162	70185	3643	426172	
1.12167	69849	3519	426632	
1.12717	69457	3447	427096	
1.13282	69151	3290	427559	
1.13882	68834	3188	427978	
1.14505	68634	3035	428331	
1.15165	68373	2935	428692	
1.158	68166	2787	429047	
1.16472	67993	2655	429352	
1.17192	67856	2493	429651	
1.17926	67715	2399	429886	
1.18681	67764	2189	430047	
1.19456	67714	2120	430166	
1.20257	67649	2111	430240	
1.21081	67672	2034	430294	
1.21918	67784	1923	430293	
1.22758	67753	1849	430398	
1.23634	67916	1774	430310	
1.2456	68106	1648	430246	
1.25526	68409	1551	430040	
1.26491	68688	1478	429834	
1.27523	69047	1329	429624	
1.28624	69566	1196	429238	
1.2976	70013	1150	428837	
1.30916	70512	1111	428377	
1.32112	71029	1084	427887	
1.33286	71574	1130	427296	
1.34394	72043	1100	426857	
1.35559	72602	1025	426373	
1.3675	73203	1004	425793	
1.37988	73904	930	425166	
1.39227	74540	953	424507	
1.40472	75237	908	423855	
1.41738	75879	913	423208	
1.43002	76467	912	422621	
1.44239	77125	879	421996	
1.45546	77753	927	421320	
1.46785	78315	966	420719	
1.48024	78904	918	420178	
1.49322	79567	881	419552	
1.50587	80143	910	418947	
1.51818	80683	972	418345	
1.53034	81243	994	417763	
1.54223	81694	1051	417255	
1.55404	82117	1095	416788	
1.56551	82580	1146	416274	
1.57639	82975	1189	415836	
1.58765	83296	1194	415510	
1.5986	83573	1239	415188	
1.60911	83736	1335	414929	
1.61928	83946	1358	414696	
1.62957	84234	1348	414418	
1.63951	84423	1374	414203	
1.64994	84622	1425	413953	
1.6599	84884	1464	413652	
1.66992	85103	1430	413467	
1.68025	85352	1468	413180	
1.69059	85519	1439	413042	
1.70023	85632	1500	412868	
1.7096	85773	1541	412686	
1.71867	85889	1524	412587	
1.72797	86072	1568	412360	
1.73713	86182	1632	412186	
1.74624	86128	1703	412169	
1.75507	86175	1755	412070	
1.76398	86254	1746	412000	
1.77245	86162	1791	412047	
1.78097	86154	1842	412004	
1.78941	86178	1796	412026	
1.79766	86119	1895	411986	
1.806	86059	1924	412017	
1.81415	86035	1968	411997	
1.82221	85956	1999	412045	
1.83013	85759	2068	412173	
1.83815	85645	2064	412291	
1.84584	85536	2140	412324	
1.85326	85199	2309	412492	
1.86069	85064	2299	412637	
1.86778	84839	2391	412770	
1.87476	84532	2476	412992	
1.88167	84313	2463	413224	
1.88864	83933	2592	413475	
1.89522	83652	2583	413765	
1.9019	83344	2616	414040	
1.90857	82978	2639	414383	
1.91535	82686	2649	414665	
1.92199	82494	2564	414942	
1.92877	82224	2569	415207	
1.93552	81905	2657	415438	
1.9422	81637	2679	415684	
1.94885	81398	2652	415950	
1.95547	81076	2680	416244	
1.962	80791	2667	416542	
1.96846	80465	2715	416820	
1.9748	80133	2730	417137	
1.98117	79855	2742	417403	
1.98741	79485	2803	417712	
1.9936	79145	2873	417982	
1.9998	78791	2860	418349	
2.00576	78499	2885	418616	
2.01185	78154	2881	418965	
2.018	77894	2815	419291	
2.02438	77561	2823	419616	
2.0306	77198	2861	419941	
2.03703	76886	2845	420269	
2.04317	76503	2947	420550	
2.04914	76158	2931	420911	
2.05535	75891	2915	421194	
2.0613	75528	2920	421552	
2.06743	75230	2876	421894	
2.07362	74862	2891	422247	
2.07974	74510	2904	422586	
2.08585	74167	2956	422877	
2.0922	73858	2946	423196	
2.09824	73607	2889	423504	
2.10476	73273	2911	423816	
2.11094	73011	2798	424191	
2.1175	72694	2765	424541	
2.12415	72377	2759	424864	
2.13076	72134	2710	425156	
2.13758	71950	2615	425435	
2.14442	71731	2518	425751	
2.15142	71606	2431	425963	
2.15882	71437	2309	426254	
