1.138	 1.000000
1.276	 1.000000
1.414	 1.000000
1.552	 1.000000
1.69	 1.000000
1.828	 1.000000
1.966	 1.000000
2.104	 1.000000
2.242	 1.000000
2.38	 1.000000
2.518	 1.000000
2.656	 1.000000
2.794	 1.000000
2.932	 1.000000
3.07	 1.000000
3.208	 1.000000
3.346	 1.000000
3.484	 1.000000
3.622	 1.000000
3.76	 1.000000
3.898	 1.000000
4.036	 1.000000
4.174	 1.000000
4.312	 1.000000
4.45	 1.000000
4.588	 1.000000
4.726	 1.000000
4.864	 1.000000
5.002	 1.000000
5.14	 1.000000
5.278	 1.000000
5.416	 1.000000
5.554	 1.000000
5.692	 1.000000
5.83	 1.000000
5.968	 1.000000
6.106	 1.000000
6.244	 1.000000
6.382	 1.000000
6.52	 1.000000
6.658	 1.000000
6.796	 1.000000
6.934	 1.000000
7.072	 1.000000
7.21	 1.000000
7.348	 1.000000
7.486	 1.000000
7.624	 1.000000
7.762	 1.000000
7.9	 1.000000
8.038	 1.000000
8.176	 1.000000
8.314	 1.000000
8.452	 1.000000
8.59	 1.000000
8.728	 1.000000
8.866	 1.000000
9.004	 1.000000
9.142	 1.000000
9.28	 1.000000
9.418	 1.000000
9.556	 1.000000
9.694	 1.000000
9.832	 1.000000
9.97	 1.000000
10.108	 1.000000
10.246	 1.000000
10.384	 1.000000
10.522	 1.000000
10.66	 1.000000
10.798	 1.000000
10.936	 1.000000
11.074	 1.000000
11.212	 1.000000
11.35	 1.000000
11.488	 1.000000
11.626	 1.000000
11.764	 1.000000
11.902	 1.000000
12.04	 1.000000
12.178	 1.000000
12.316	 1.000000
12.454	 1.000000
12.592	 1.000000
12.73	 1.000000
12.868	 1.000000
13.006	 1.000000
13.144	 1.000000
13.282	 1.000000
13.42	 1.000000
13.558	 1.000000
13.696	 1.000000
13.834	 1.000000
13.972	 1.000000
14.11	 1.000000
14.248	 1.000000
14.386	 1.000000
14.524	 1.000000
14.662	 1.000000
14.8	 1.000000
14.938	 1.000000
15.076	 1.000000
15.214	 1.000000
15.352	 1.000000
15.49	 1.000000
15.628	 1.000000
15.766	 1.000000
15.904	 1.000000
16.042	 1.000000
16.18	 1.000000
16.318	 1.000000
16.456	 1.000000
16.594	 1.000000
16.732	 1.000000
16.87	 1.000000
17.008	 1.000000
17.146	 1.000000
17.284	 1.000000
17.422	 1.000000
17.56	 1.000000
17.698	 1.000000
17.836	 1.000000
17.974	 1.000000
18.112	 1.000000
18.25	 1.000000
18.388	 1.000000
18.526	 1.000000
18.664	 1.000000
18.802	 1.000000
18.94	 1.000000
19.078	 1.000000
19.216	 1.000000
19.354	 1.000000
19.492	 1.000000
19.63	 1.000000
19.768	 1.000000
19.906	 1.000000
20.044	 1.000000
20.182	 1.000000
20.32	 1.000000
20.458	 1.000000
20.596	 1.000000
20.734	 1.000000
20.872	 1.000000
21.01	 1.000000
21.148	 1.000000
21.286	 1.000000
21.424	 1.000000
21.562	 1.000000
21.7	 1.000000
21.838	 1.000000
21.976	 1.000000
22.114	 1.000000
22.252	 1.000000
22.39	 1.000000
22.528	 1.000000
22.666	 1.000000
22.804	 1.000000
22.942	 1.000000
23.08	 1.000000
23.218	 1.000000
23.356	 1.000000
23.494	 1.000000
23.632	 1.000000
23.77	 1.000000
23.908	 1.000000
24.046	 1.000000
24.184	 1.000000
24.322	 1.000000
24.46	 1.000000
24.598	 1.000000
24.736	 1.000000
24.874	 1.000000
25.012	 1.000000
25.15	 1.000000
