0.000000	0.021327
0.011882	0.015703
0.023763	0.015262
0.035645	0.014090
0.047526	0.014361
0.059408	0.013897
0.071289	0.014069
0.083171	0.014615
0.095052	0.014573
0.106934	0.015132
0.118815	0.015952
0.130697	0.016571
0.142578	0.016310
0.154460	0.017021
0.166341	0.018177
0.178223	0.018970
0.190104	0.020694
0.201986	0.022228
0.213867	0.024051
0.225749	0.026282
0.237630	0.028445
0.249512	0.033063
0.261393	0.037285
0.273275	0.042305
0.285156	0.050757
0.297038	0.059914
0.308919	0.074007
0.320801	0.093673
0.332682	0.118243
0.344564	0.156337
0.356445	0.213904
0.368327	0.296230
0.380208	0.404707
0.392090	0.557197
0.403971	0.722211
0.415853	0.761319
0.427734	0.688039
0.439616	0.457345
0.451497	0.295336
0.463379	0.207978
0.475260	0.138954
0.487142	0.094640
0.499023	0.072018
0.510905	0.052364
0.522786	0.042788
0.534668	0.032410
0.546549	0.026989
0.558431	0.021672
0.570312	0.019311
0.582194	0.016423
0.594076	0.014254
0.605957	0.012894
0.617839	0.011850
0.629720	0.010384
0.641602	0.009621
0.653483	0.008928
0.665365	0.009177
0.677246	0.009358
0.689128	0.009053
0.701009	0.008933
0.712891	0.009773
0.724772	0.010662
0.736654	0.011365
0.748535	0.011688
0.760417	0.013190
0.772298	0.013958
0.784180	0.014469
0.796061	0.014952
0.807943	0.014503
0.819824	0.014702
0.831706	0.013120
0.843587	0.012299
0.855469	0.010892
0.867350	0.009444
0.879232	0.007620
0.891113	0.006171
0.902995	0.004987
0.914876	0.004338
0.926758	0.003589
0.938639	0.003056
0.950521	0.002574
0.962402	0.002378
0.974284	0.002031
0.986165	0.001830
0.998047	0.001668
1.009928	0.001571
1.021810	0.001436
1.033691	0.001423
1.045573	0.001348
1.057454	0.001313
1.069336	0.001230
1.081217	0.001295
1.093099	0.001368
1.104980	0.001283
1.116862	0.001229
1.128744	0.001217
1.140625	0.001216
1.152506	0.001244
1.164388	0.001186
1.176270	0.001151
1.188151	0.001096
1.200033	0.001089
1.211914	0.001027
1.223796	0.000947
1.235677	0.000854
1.247559	0.000799
1.259440	0.000739
1.271322	0.000681
1.283203	0.000619
1.295085	0.000581
1.306966	0.000528
1.318848	0.000492
1.330729	0.000461
1.342611	0.000433
1.354492	0.000397
1.366374	0.000363
1.378255	0.000343
1.390137	0.000318
1.402018	0.000304
1.413900	0.000291
1.425781	0.000270
1.437663	0.000261
1.449544	0.000253
1.461426	0.000246
1.473307	0.000254
1.485189	0.000243
1.497070	0.000220
1.508952	0.000221
1.520833	0.000215
1.532715	0.000202
1.544596	0.000199
1.556478	0.000196
1.568359	0.000188
1.580241	0.000175
1.592122	0.000170
1.604004	0.000160
1.615885	0.000153
1.627767	0.000142
1.639648	0.000136
1.651530	0.000131
1.663411	0.000123
1.675293	0.000122
1.687174	0.000120
1.699056	0.000110
1.710938	0.000108
1.722819	0.000105
1.734701	0.000100
1.746582	0.000097
1.758464	0.000093
1.770345	0.000088
1.782227	0.000082
1.794108	0.000085
1.805990	0.000084
1.817871	0.000081
1.829753	0.000076
1.841634	0.000073
1.853516	0.000072
1.865397	0.000072
1.877279	0.000068
1.889160	0.000067
1.901042	0.000063
1.912923	0.000060
1.924805	0.000062
1.936686	0.000059
1.948568	0.000055
1.960449	0.000054
1.972331	0.000054
1.984212	0.000054
1.996094	0.000052
2.007975	0.000052
2.019857	0.000050
2.031738	0.000049
2.043620	0.000049
2.055501	0.000045
2.067383	0.000046
2.079264	0.000045
2.091146	0.000043
2.103027	0.000042
2.114909	0.000040
2.126790	0.000040
2.138672	0.000040
2.150553	0.000038
2.162435	0.000036
2.174316	0.000037
2.186198	0.000037
2.198079	0.000035
2.209961	0.000034
2.221843	0.000033
2.233724	0.000032
2.245605	0.000033
2.257487	0.000032
2.269368	0.000032
2.281250	0.000032
2.293132	0.000030
2.305013	0.000030
2.316895	0.000030
2.328776	0.000029
2.340657	0.000028
2.352539	0.000028
2.364421	0.000028
2.376302	0.000027
2.388184	0.000028
2.400065	0.000026
2.411947	0.000025
2.423828	0.000026
2.435710	0.000026
2.447591	0.000025
2.459473	0.000025
2.471354	0.000025
2.483236	0.000024
2.495117	0.000023
2.506999	0.000022
2.518880	0.000023
2.530762	0.000022
2.542643	0.000023
2.554525	0.000023
2.566406	0.000022
2.578288	0.000021
2.590169	0.000022
2.602051	0.000021
2.613932	0.000021
2.625814	0.000021
2.637695	0.000021
2.649577	0.000020
2.661458	0.000020
2.673340	0.000020
2.685221	0.000021
2.697103	0.000020
2.708984	0.000020
2.720866	0.000020
2.732747	0.000020
2.744629	0.000020
2.756510	0.000020
2.768392	0.000020
2.780273	0.000019
2.792155	0.000019
2.804036	0.000019
2.815918	0.000019
2.827800	0.000018
2.839681	0.000018
2.851562	0.000018
2.863444	0.000018
2.875325	0.000018
2.887207	0.000018
2.899089	0.000018
2.910970	0.000018
2.922852	0.000018
2.934733	0.000018
2.946615	0.000018
2.958496	0.000018
2.970378	0.000018
2.982259	0.000018
2.994141	0.000018
3.006022	0.000018
3.017904	0.000018
3.029785	0.000116
