18.5511	0.000940964	0.000168374	133.855103
12.0592	0.00127205	0.00024388	159.490387
15.5642	0.00169273	0.000189504	153.203232
17.7245	0.00191253	0.000145457	167.992142
10.7897	0.00176064	0.000165514	206.096680
13.8659	0.00154779	0.000247944	174.380737
19.7645	0.00138796	0.000190977	169.269119
10.5459	0.000880473	0.000255712	124.655342
12.4387	0.0015658	0.000153813	189.485931
16.8473	0.000824164	0.000175459	121.097885
10.0436	0.00105248	0.000157022	176.498642
14.6032	0.000735732	0.000196854	106.572037
13.9865	0.00128852	0.000202452	176.298981
15.7395	0.0014642	0.000161285	165.190979
12.7321	0.00164662	0.000131238	188.741943
14.1269	0.000797457	0.000245507	121.329514
11.7469	0.00132727	0.000256356	172.665222
12.2882	0.00154132	0.000168447	189.681351
18.7325	0.00118618	0.000211396	150.776627
17.5082	0.00156103	0.000154981	166.939987
11.5351	0.00106964	0.000181622	136.412430
14.7247	0.00144908	0.000171144	179.586823
16.4938	0.000664431	0.000173846	129.719696
18.7041	0.00178519	0.000203969	172.401169
17.6742	0.00184692	0.000197025	155.421967
17.5135	0.0017989	0.000209413	158.180405
10.6339	0.00192238	0.0002387	217.596588
12.3277	0.000756969	0.000161197	113.273750
15.5052	0.000965744	0.000198165	133.908142
13.4143	0.000746105	0.000191382	100.118034
16.558	0.00176992	0.000149268	167.211639
16.9509	0.00185025	0.000257909	168.672501
10.4308	0.00176455	0.000190917	241.852341
13.3641	0.00095109	0.000242435	137.133118
16.7582	0.00132719	0.000207427	158.237946
18.0901	0.0010392	0.000161072	146.514847
16.9631	0.000842107	0.000220537	132.019669
11.0767	0.000786206	0.00017959	137.642899
17.1514	0.00170756	0.000203261	160.154419
18.839	0.00144202	0.000174486	175.725204
17.3155	0.00187047	0.000160791	164.648270
15.0107	0.00170395	0.000144501	176.315903
10.5356	0.00102769	0.000178677	128.799484
10.4124	0.00195006	0.000252453	212.886063
18.0468	0.000662893	0.000231376	92.654472
12.6257	0.00177896	0.000216012	183.838348
13.7702	0.000910973	0.000259194	132.700562
17.3365	0.00120203	0.000189263	146.787094
16.8332	0.00127891	0.00017148	147.536514
13.5614	0.00184438	0.000146742	190.230087
16.4154	0.0019696	0.000239299	177.670273
11.2333	0.000860685	0.000254443	101.337624
18.8603	0.00102537	0.000171801	144.952194
18.0248	0.000611226	0.000233451	104.164597
10.5108	0.000940116	0.000172866	155.797226
16.8707	0.000612519	0.000149669	122.231026
15.9151	0.00195846	0.00025965	167.470688
19.186	0.00193082	0.000198519	152.073776
12.3897	0.00143858	0.000194538	176.059845
16.0963	0.00119207	0.000146895	169.822250
18.0226	0.000614625	0.000243304	110.509277
12.4573	0.00166023	0.000141802	189.900558
14.3575	0.00068753	0.00024656	86.783310
18.6657	0.000887854	0.000177618	133.035217
18.2427	0.00072925	0.000208966	121.635666
13.6558	0.000824695	0.000218498	128.755478
19.8039	0.000801048	0.000239384	122.538963
10.0443	0.00139303	0.000132185	210.217789
12.482	0.000863182	0.000180815	148.852371
17.9754	0.00194405	0.000189411	205.576920
13.3632	0.00192075	0.000171465	188.951813
14.1677	0.000789783	0.00019019	137.641113
14.7533	0.00127703	0.000216092	157.222015
